index	study_id	id	author	year	group	group_id	group_desc	url	country	region	city	time_MAX	time_50	time_MIN	detailed_time	exp_dur	fu_dur	age_base	age_SD	days_ps	days_cat	yrs_ps	stroke_type	nihss_base	mmse_base	mMmse_base	fim_base	brunstrom_base	frenchay_base	fac_base	barthel_base	mBarthel_base	motricity_base	BBS_base	BBT_base	gcs_base	MAS_base	sis_base	rivermead_base	ashworth_base	mAshworth_base	rankin_base	bdi_base	cesd_base	OPS_base	terminal_dropout	outcome_name	fma_outcome	speed_outcome	SCOAR_outcome	p_outcome_stated	itt_analysis	base_n	base_m	base_sd	difference_score	term_n	term_m	term_sd	diff_base	diff_term	fu_n	fu_m	fu_sd	est_corr	term_diff	term_s_diff	fu_diff	fu_s_diff	term_d	fu_d	j_corr_factor	term_g	fu_g	term_Vd	fu_Vd	term_Vg	fu_Vg
163	49	gelber1995	gelber	1995	ctrl	105	traditional therapy	http://nnr.sagepub.com/content/9/4/191.abstract	usa		springfield					25.2	180	69.8	10.05	13.8	<90days	0.037808219	0				82.1								14.6											0	fim			lohse	0	0	12	82.1	20.1	0	12	105.3	16.6			12	117.5	12.1	0.5	23.2	18.43325799	35.4	16.58945448	1.258594656	2.133885719	0.930232558	1.170785727	1.985009971	0.149335855	0.273061178	0.129225185	0.236288742
164	49	gelber1995	gelber	1995	exp	106	neurodevelopmental therapy	http://nnr.sagepub.com/content/9/4/191.abstract	usa		springfield					27.3	180	73.8	7.74	11.3	<90days	0.030958904	0				77.9								5.5											0	fim			lohse	0	0	15	77.9	14.7	0	15	101.2	14.7			15	106.9	16.3	0.5	23.3	14.7	29	15.52063143	1.585034014	1.868480682	0.945454545	1.498577613	1.766563554	0.150411094	0.183040669	0.134450115	0.163617179
165	49	gelber1995	gelber	1995	ctrl	105	traditional therapy	http://nnr.sagepub.com/content/9/4/191.abstract	usa		springfield					25.2	180	69.8	10.05	13.8	<90days	0.037808219	0				82.1								14.6											0	gait speed		speed	USU	0	0	7	0.18	0.16	0	6	0.21	0.1	0	0	6	0.42	0.34	0.5	0.03	0.13604812	0.24	0.257893565	0.220510214	0.930616473	0.869565217	0.191748012	0.809231716	0.14633034	0.204717644	0.11064676	0.15479595
166	49	gelber1995	gelber	1995	exp	106	neurodevelopmental therapy	http://nnr.sagepub.com/content/9/4/191.abstract	usa		springfield					27.3	180	73.8	7.74	11.3	<90days	0.030958904	0				77.9								5.5											0	gait speed		speed	USU	0	0	3	0.55	0.21	0	6	0.52	0.22	0	0	8	0.3	0.34	0.5	-0.03	0.217189845	-0.25	0.315770662	-0.138128005	-0.791713829	0.571428571	-0.078930289	-0.452407902	0.336513224	0.437801798	0.109881869	0.142955689
167	50	gilbertson2000	gilbertson	2000	ctrl	107	conventional inpatient rehab	http://www.ncbi.nlm.nih.gov/pubmed/10698876	uk		glasgow					42	180	71		23	<90days	0.063013699	0								18											1.176056338				2	nottingham extended ADL			lohse	0	1	71			0	69	23				63	21		0.5							0.989247312						
168	50	gilbertson2000	gilbertson	2000	exp	108	domiciliary occupational therapy	http://www.ncbi.nlm.nih.gov/pubmed/10698876	uk		glasgow					42	180	71		31	<90days	0.084931507	0								17											1.186567164				3	nottingham extended ADL			lohse	0	1	67			0	64	27				60	28		0.5							0.988593156						
169	51	gladman/gladman1993/1994	gladman/gladman	1993/1994	exp	109	domiciliary occupational therapy	http://www.ncbi.nlm.nih.gov/pubmed/8410035	uk		nottingham					180		70		21	<90days	0.057534247	0								16															28	nottingham extended ADL			lohse	1	0	162			0	162	8.5				162	8		0.5							0.99533437						
170	51	gladman/gladman1993/1994	gladman/gladman	1993/1994	ctrl	110	traditional therapy	http://www.ncbi.nlm.nih.gov/pubmed/8410035	uk		nottingham					180		70		18	<90days	0.049315068	0								17															17	nottingham extended ADL			lohse	1	0	165			0	165	8				165	10		0.5							0.995419847						
171	52	globas2012	globas	2012	exp	111	high intensity treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/21885867	switzerland		zurich	19.5	19.5	19.5	2	90	365	68.6	6.7	1800	>1year	4.931506849	1	4.2								91.7							13.2							2	6minwt			lohse	0	1	18	274.4	113	0	18	332.1	138			18	305.9	158	0.5	57.7	126.1209737	31.5	137.3553785	0.457497261	0.229332119	0.955223881	0.437012309	0.219063517	0.061369548	0.057016478	0.055996808	0.052024837
172	52	globas2012	globas	2012	ctrl	112	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/21885867	switzerland		zurich					90		68.7	6.1	2100	>1year	5.753424658	1	4.7								88.3							12.1							0	6minwt			lohse	0	1	18	261.2	177	0	18	265.9	189						0.5	4.7	183.0983342		177	0.025669267		0.955223881	0.024519897		0.055573859		0.050708515	
173	52	globas2012	globas	2012	exp	111	high intensity treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/21885867	switzerland		zurich	19.5	19.5	19.5	2	90	365	68.6	6.7	1800	>1year	4.931506849	1	4.2								91.7							13.2							2	10mwt		speed	USU	0	1	18	0.73	0.28	0	18	0.79	0.29	0	0				0.5	0.06	0.285043856		0.28	0.210493925		0.955223881	0.201068824		0.056786325		0.051814833	
174	52	globas2012	globas	2012	ctrl	112	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/21885867	switzerland		zurich					90		68.7	6.1	2100	>1year	5.753424658	1	4.7								88.3							12.1							0	10mwt		speed	USU	0	1	18	0.7	0.44	0	18	0.7	0.46	0	0				0.5	0	0.450111097		0.44	0		0.955223881	0		0.055555556		0.050691815	
175	52	globas2012	globas	2012	exp	111	high intensity treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/21885867	switzerland		zurich	19.5	19.5	19.5	2	90	365	68.6	6.7	1800	>1year	4.931506849	1	4.2								91.7							13.2							2	10mwt-max			USU	0	1	18	0.91	0.34	0	18	1.02	0.38	0	0				0.5	0.11	0.360555128		0.34	0.305085108		0.955223881	0.291424581		0.058141026		0.053050934	
176	52	globas2012	globas	2012	ctrl	112	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/21885867	switzerland		zurich					90		68.7	6.1	2100	>1year	5.753424658	1	4.7								88.3							12.1							0	10mwt-max			USU	0	1	18	0.88	0.56	0	18	0.87	0.62	0	0				0.5	-0.01	0.59076222		0.56	-0.016927284		0.955223881	-0.016169346		0.055563515		0.050699077	
177	53	green2002	green	2002	exp	113	community physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/11812553	uk		bradford					90	270	71.5		365		1	0						10		18								10							7	gait speed SSV		speed	lohse	1	1	83	23.2	10.1	0	83	25.5	12.6			83	25.4	14.5	0.5	2.3	11.41862514	2.2	12.49519908	0.201425301	0.176067623	0.990825688	0.199577362	0.174452324	0.012292603	0.012234939	0.012068086	0.012011474
178	53	green2002	green	2002	ctrl	114	no treatment?	http://www.ncbi.nlm.nih.gov/pubmed/11812553	uk		bradford					90	270	73.5		365		1	0						13		18								10							8	gait speed SSV		speed	lohse	1	1	85	24.4	12.4	0	85	24.9	13.8			85	25.8	13.6	0.5	0.5	13.11868896	1.4	13.01383879	0.038113565	0.107577789	0.991044776	0.037772249	0.106614406	0.011773251	0.011832782	0.011563331	0.011621801
179	54	han2013	han	2013	ctrl	115	regular rehabilitation therapy and medical treatment	http://www.ncbi.nlm.nih.gov/pubmed/22801472	china		shandong	30	30	30	1	42	84	52.4		41.4	<90days	0.113424658	1								51.5										<3					1	fma-ue	fma		lohse	0	0	10	6.7	2.26	0	10	7.8	2.9			10	13	6.38	0.5	1.1	2.599769221	6.3	4.786021312	0.423114479	1.316333461	0.914285714	0.386847524	1.203504879	0.108951293	0.186636689	0.091074387	0.156013036
180	54	han2013	han	2013	exp	116	CPT at increased intensity	http://www.ncbi.nlm.nih.gov/pubmed/22801472	china		shandong	60	60	60	1	42	84	53.7		42.9	<90days	0.117534247	1								62.5										<3					0	fma-ue	fma		lohse	0	0	10	8.2	3.43	0	10	12.3	6.55			10	19.7	7.09	0.5	4.1	5.228164114	11.5	5.569245909	0.784214097	2.064911514	0.914285714	0.716995746	1.887919098	0.130749588	0.313192978	0.109295982	0.261803763
181	54	han2013	han	2013	exp	117	CPT at additional increased intensity	http://www.ncbi.nlm.nih.gov/pubmed/22801472	china		shandong	90	90	90	1	42	84	44.6		38.3	<90days	0.104931507	1								50.5										<3					1	fma-ue	fma		lohse	0	0	10	6.5	3.06	0	10	12.4	5.5			10	24.5	7.96	0.5	5.9	4.45048312	18	6.03014096	1.32569877	2.985004848	0.914285714	1.212067447	2.72914729	0.187873862	0.545512697	0.157047212	0.456004083
182	55	harris2009	harris	2009	exp	118	supplementary arm and hand therapy plus usual care	http://www.ncbi.nlm.nih.gov/pubmed/19359633	canada		vancouver	43.2	43.2	43.2	2	28	118	69.4	15.3	20.5	<90days	0.056164384	1		26.7																					0	Chedoke Arm Hand			lohse	1	1	53	32.6	15.3	0	53	46.7	14.7			53	45.4	14.7	0.5	14.1	15.0029997	12.8	15.0029997	0.939812056	0.853162718	0.985507246	0.926191592	0.840798041	0.027200441	0.025734779	0.026417735	0.024994249
183	55	harris2009	harris	2009	ctrl	119	usual care	http://www.ncbi.nlm.nih.gov/pubmed/19359633	canada		vancouver	31.2	31.2	31.2	2	28	118	69.3	11.7	20.8	<90days	0.056986301	1		26.9																					0	Chedoke Arm Hand			lohse	1	1	50	32.7	17.2	0	50	40.1	14.7			50	45.4	7.9	0.5	7.4	15.99890621	12.7	13.38375881	0.462531619	0.948911302	0.984615385	0.455415748	0.934312666	0.022139355	0.029004327	0.021463384	0.028118751
184	55	harris2009	harris	2009	exp	118	supplementary arm and hand therapy plus usual care	http://www.ncbi.nlm.nih.gov/pubmed/19359633	canada		vancouver	43.2	43.2	43.2	2	28	118	69.4	15.3	20.5	<90days	0.056164384	1		26.7																					0	fma-ue	fma		USU		1	50	40	12.6	0									0.5		12.6		12.6			0.984615385						
185	55	harris2009	harris	2009	ctrl	119	usual care	http://www.ncbi.nlm.nih.gov/pubmed/19359633	canada		vancouver	31.2	31.2	31.2	2	28	118	69.3	11.7	20.8	<90days	0.056986301	1		26.9																					0	fma-ue	fma		USU		1	53	39.5	14.2	0									0.5		14.2		14.2			0.985507246						
186	56	hayner2010	hayner	2010	exp	120	CIMT	http://www.ncbi.nlm.nih.gov/pubmed/20825123	usa	CA	oakland	60	60	60	1	10	180	54		642	>1year	1.75890411	0		29.17																						wmft			lohse	1	0	6			0	6								0.5							0.842105263						
187	56	hayner2010	hayner	2010	exp	121	dosage matched bilateral therapy	http://www.ncbi.nlm.nih.gov/pubmed/20825123	usa	CA	oakland	60	60	60	1	10	180	59.5		2039	>1year	5.58630137	0		29.08																						wmft			lohse	1	0	6			0	6								0.5							0.842105263						
188	57	hesse2005	hesse	2005	exp	122	robotic arm trainer	http://www.ncbi.nlm.nih.gov/pubmed/7762049	germany		berlin				1	42	90	65.4		35.7	<90days	0.097808219	1								48										0					1	fma-ue	fma		lohse	1	1	22	7.9	3.4	0	22	24.6	14.9			22	30	16.8	0.5	16.7	10.80671088	22.1	12.12023102	1.545336059	1.823397587	0.963855422	1.489480539	1.75749165	0.099728717	0.121017699	0.092649701	0.112427533
189	57	hesse2005	hesse	2005	exp	123	electrical stimulation of wrist flexor/extensors	http://www.ncbi.nlm.nih.gov/pubmed/7762049	germany		berlin				1	42	90	64		38.5	<90days	0.105479452	1								36										0					0	fma-ue	fma		lohse	1	1	22	7.3	3.3	0	22	10.4	7.5			22	16.6	14.9	0.5	3.1	5.793962375	9.3	10.79120012	0.535039719	0.86181332	0.963855422	0.515700934	0.830663441	0.051960625	0.062334595	0.048272318	0.057909916
190	58	hesse2011	hesse	2011	ctrl	124	continuous low intensity	http://www.ncbi.nlm.nih.gov/pubmed/7762049	germany		berlin	65	65	65	1	365	455	61.9	9.4	103.6	<1year	0.283835616	1												8.6				8.5		5.3					0	rivermead mobility			lohse	1	1	25	8.5	3.5	0	25	11.2	2.7			25	11.3	2.7	0.5	2.7	3.125699922	2.8	3.125699922	0.863806529	0.895799363	0.968421053	0.836528428	0.867510962	0.054923234	0.05604913	0.05150917	0.052565079
191	58	hesse2011	hesse	2011	exp	125	intermittent high intensity	http://www.ncbi.nlm.nih.gov/pubmed/7762049	germany		berlin	120	120	120	1	365	455	62.4	11.3	114.8	<1year	0.314520548	1												8.1				9.4		6.7					0	rivermead mobility			lohse	1	1	25	9.4	2.8	0	25	12.2	2.1			25	12.2	1.7	0.5	2.8	2.474873734	2.8	2.316246964	1.13137085	1.208852097	0.968421053	1.095643349	1.17067782	0.0656	0.069226468	0.06152226	0.064923305
192	58	hesse2011	hesse	2011	ctrl	124	continuous low intensity	http://www.ncbi.nlm.nih.gov/pubmed/7762049	germany		berlin	65	65	65	1	365	455	61.9	9.4	103.6	<1year	0.283835616	1												8.6				8.5		5.3					0	tug			USU	1	1	25	45.1	27.1	0	25	24.8	16.7	0	0	25	25.1	15.1	0.5	-20.3	22.50888713	-20	21.93649926	0.901866	0.911722502	0.968421053	0.873386021	0.882931265	0.056267246	0.056624758	0.052769636	0.053104926
193	58	hesse2011	hesse	2011	exp	125	intermittent high intensity	http://www.ncbi.nlm.nih.gov/pubmed/7762049	germany		berlin	120	120	120	1	365	455	62.4	11.3	114.8	<1year	0.314520548	1												8.1				9.4		6.7					0	tug			USU	1	1	25	42.4	36.9	0	25	22.8	11.6	0	0	25	24.3	13.8	0.5	-19.6	27.35114257	-18.1	27.85722527	0.716606261	0.649741667	0.968421053	0.693976589	0.62922351	0.050270491	0.048443285	0.047145644	0.045432018
194	59	hidler2009	hidler	2009	exp	126	lokomat gait training	http://www.ncbi.nlm.nih.gov/pubmed/19109447	usa	DC	washington DC	24	24	24	3	63	153	59.5	9.4	110.9	<1year	0.303835616	1		26.7																			8.2		5	gait speed SSV		speed	lohse	1	0	33	0.34	0.172	1	33	0.46		1	0	33	0.49		0.5	0.12	0.172	0.15	0.172	0.697674419	0.872093023	0.976377953	0.681193921	0.851492401	0.037678024	0.041826458	0.035918984	0.039873744
195	59	hidler2009	hidler	2009	ctrl	127	conventional gait training	http://www.ncbi.nlm.nih.gov/pubmed/19109447	usa	DC	washington DC	24	24	24	3	63	153	54.6	11.3	138.9	<1year	0.380547945	1		26.8																			7.4		4	gait speed SSV		speed	lohse	1	0	30	0.35	0.164	1	30	0.6		1	0	30	0.65		0.5	0.25	0.164	0.3	0.164	1.524390244	1.829268293	0.973913043	1.484623542	1.78154825	0.07206276	0.089103708	0.068352005	0.084515457
196	59	hidler2009	hidler	2009	exp	126	lokomat gait training	http://www.ncbi.nlm.nih.gov/pubmed/19109447	usa	DC	washington DC	24	24	24	3	63	153	59.5	9.4	110.9	<1year	0.303835616	1		26.7																			8.2		5	6minwt			USU	1	0	30	440.7	254.1432667	1	30	714.7		1	0	28	775.2		0.5	274	254.1432667	334.5	254.1432667	1.078132046	1.316186749	0.973913043	1.050006862	1.281851443	0.052706145	0.062205793	0.049992127	0.059002606
197	59	hidler2009	hidler	2009	ctrl	127	conventional gait training	http://www.ncbi.nlm.nih.gov/pubmed/19109447	usa	DC	washington DC	24	24	24	3	63	153	54.6	11.3	138.9	<1year	0.380547945	1		26.8																			7.4		4	6minwt			USU	1	0	33	387.8	249.3140189	1	33	552.4		1	0	28	591.9		0.5	164.6	249.3140189	204.1	249.3140189	0.660211571	0.818646304	0.976377953	0.644616022	0.799308202	0.036907262	0.0404573	0.035184206	0.038568506
198	60	hornby2008	hornby	2008	exp	128	robot assisted gait training	http://www.ncbi.nlm.nih.gov/pubmed/18467648	usa	IL	chicago	6	6	6	3			57	10	1500	>1year	4.109589041	1																		0.8			13		4	gait speed SSV		speed	lohse	1	0	24	0.45	0.19	0	24	0.52	0.21			24	0.5	0.21	0.5	0.07	0.200249844	0.05	0.200249844	0.349563319	0.249688085	0.967032967	0.338039253	0.241456609	0.044212386	0.042965503	0.041345334	0.040179309
199	60	hornby2008	hornby	2008	ctrl	129	"usual care, therapist assisted gait training"	http://www.ncbi.nlm.nih.gov/pubmed/18467648	usa	IL	chicago	6	6	6	3			57	11	2190	>1year	6	1																		1			9.6		10	gait speed SSV		speed	lohse	1	0	24	0.43	0.22	0	24	0.56	0.28			24	0.52	0.25	0.5	0.13	0.251793566	0.09	0.235478237	0.516295956	0.382200925	0.967032967	0.49927521	0.369600895	0.047220032	0.044709949	0.044157943	0.041810632
200	60	hornby2008	hornby	2008	exp	128	robot assisted gait training	http://www.ncbi.nlm.nih.gov/pubmed/18467648	usa	IL	chicago	6	6	6	3			57	10	1500	>1year	4.109589041	1																		0.8			13		4	6minwt			USU	1	0	24	170	86	0	24	186	88	0	0	24	193	94	0.5	16	87.00574694	23	90.08884504	0.183895898	0.255303528	0.967032967	0.177833396	0.246886928	0.042371202	0.043024581	0.039623547	0.040234556
201	60	hornby2008	hornby	2008	ctrl	129	"usual care, therapist assisted gait training"	http://www.ncbi.nlm.nih.gov/pubmed/18467648	usa	IL	chicago	6	6	6	3			57	11	2190	>1year	6	1																		1			9.6		10	6minwt			USU	1	0	24	170	86	0	24	204	96	0	0	24	203	104	0.5	34	91.13725912	33	95.4253635	0.373063666	0.345820008	0.967032967	0.360764864	0.334419349	0.044566177	0.044158156	0.041676183	0.041294621
202	60	hornby2008	hornby	2008	exp	128	robot assisted gait training	http://www.ncbi.nlm.nih.gov/pubmed/18467648	usa	IL	chicago	6	6	6	3			57	10	1500	>1year	4.109589041	1																		0.8			13		4	10mwt-max		speed	USU	1	0	24	0.59	0.3	0	24	0.65	0.32	0	0	24	0.66	0.34	0.5	0.06	0.310161248	0.07	0.320624391	0.193447764	0.218324002	0.967032967	0.187070365	0.211126507	0.042446292	0.042659695	0.039693768	0.039893332
203	60	hornby2008	hornby	2008	ctrl	129	"usual care, therapist assisted gait training"	http://www.ncbi.nlm.nih.gov/pubmed/18467648	usa	IL	chicago	6	6	6	3			57	11	2190	>1year	6	1																		1			9.6		10	10mwt-max		speed	USU	1	0	24	0.6	0.33	0	24	0.73	0.39	0	0	24	0.72	0.38	0.5	0.13	0.361247837	0.12	0.355879193	0.359863746	0.337193077	0.967032967	0.348000106	0.326076821	0.044364623	0.044035399	0.0414877	0.041179825
204	61	housman2009	housman	2009	exp	130	T-WREX assisted UE therapy	http://www.ncbi.nlm.nih.gov/pubmed/19237734	usa	IL	chicago	24	24	24	2	63	243	54.2		2535	>1year	6.945205479	0																							2	fma-ue	fma		lohse	1	0	14	21.7	5.9	1	14	25		1	0	14	25.3		0.5	3.3	5.9	3.6	5.9	0.559322034	0.610169492	0.941176471	0.526420738	0.574277168	0.082601469	0.084725243	0.073169468	0.075050734
205	61	housman2009	housman	2009	ctrl	131	conventional physical and occupational therapy	http://www.ncbi.nlm.nih.gov/pubmed/19237734	usa	IL	chicago	24	24	24	2	63	243	56.4		3372	>1year	9.238356164	0																							1	fma-ue	fma		lohse	1	0	14	18.1	5	1	14	20.3		1	0	14	19.6		0.5	2.2	5	1.5	5	0.44	0.3	0.941176471	0.414117647	0.282352941	0.078342857	0.074642857	0.069397133	0.066119624
206	62	hsieh2011	hsieh	2011	ctrl	132	conventional physical and occupational therapy	http://www.ncbi.nlm.nih.gov/pubmed/21436390	taiwan		taipei	30	30	30	1	28		54		849	>1year	2.326027397	0		28.67												0.66									0	fma-ue	fma		lohse	1	1	6	37.5	11.67	0	6	40.33	11.86						0.5	2.83	11.76538355		11.67	0.240536145		0.842105263	0.202556753		0.171488136		0.121609316	
207	62	hsieh2011	hsieh	2011	exp	133	low dose robot assisted therapy	http://www.ncbi.nlm.nih.gov/pubmed/21436390	taiwan		taipei	30	30	30	4	28		52.45		390	>1year	1.068493151	0		27.3												0.57									0	fma-ue	fma		lohse	1	1	6	37.67	10	0	6	40	10.47						0.5	2.33	10.2376975		10	0.227590237		0.842105263	0.191654936		0.17098311		0.12125118	
208	62	hsieh2011	hsieh	2011	exp	134	high dose robot assisted therapy	http://www.ncbi.nlm.nih.gov/pubmed/21436390	taiwan		taipei	30	30	30	4	28		56.04		639	>1year	1.750684932	0		27.3												0.64									0	fma-ue	fma		lohse	1	1	6	44	8.17	0	6	49.33	8.34						0.5	5.33	8.255437602		8.17	0.645635066		0.842105263	0.543692687		0.20140372		0.142823691	
209	63	hsieh2012	hsieh	2012	ctrl	135	conventional physical and occupational therapy	http://www.ncbi.nlm.nih.gov/pubmed/22895994	taiwan		taipei	30	30	30	1	28		54.83		672	>1year	1.84109589	1		28.3																<3					1	fma-ue	fma		lohse	1	1	18	44.61	11.06	0	18	47.56	10.5						0.5	2.95	10.78363575		11.06	0.273562653		0.955223881	0.261313579		0.057634348		0.052588614	
210	63	hsieh2012	hsieh	2012	exp	136	low dose robot assisted therapy	http://www.ncbi.nlm.nih.gov/pubmed/22895994	taiwan		taipei	30	30	30	4	28		52.2		840	>1year	2.301369863	1		28																<3					0	fma-ue	fma		lohse	1	1	18	43.1	9.18	0	18	46.3	10.3						0.5	3.2	9.75608528		9.18	0.328000413		0.955223881	0.313313827		0.058544008		0.053418636	
211	63	hsieh2012	hsieh	2012	exp	137	high dose robot assisted therapy	http://www.ncbi.nlm.nih.gov/pubmed/22895994	taiwan		taipei	30	30	30	4	28		56.5		860	>1year	2.356164384	1		28.5																<3					0	fma-ue	fma		lohse	1	1	18	42.8	8.86	0	18	48	8.2						0.5	5.2	8.536380966		8.86	0.609157443		0.955223881	0.581881736		0.065863133		0.060096991	
212	64	hui chan2009	hui chan	2009	ctrl	138	no treatment?	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	0	0	0	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	gait speed 4.6m		speed	lohse	0	1	29	0.589	0.249	0	29	0.609	0.248			29	0.612	0.242	0.5	0.02	0.248500503	0.023	0.245524948	0.080482734	0.093676835	0.972972973	0.078307525	0.091145029	0.034594439	0.034634058	0.032749739	0.032787245
213	64	hui chan2009	hui chan	2009	exp	139	transcutaneous electrical stim only	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	0	0	0	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	gait speed 4.6m		speed	lohse	0	1	28	0.577	0.263	0	28	0.649	0.289			28	0.612	0.273	0.5	0.072	0.27630599	0.035	0.268046638	0.26058067	0.130574292	0.971962617	0.25327467	0.126913331	0.036926827	0.036018744	0.034885191	0.034027315
214	64	hui chan2009	hui chan	2009	exp	140	placebo stim + task specific training	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	20	20	20	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	gait speed 4.6m		speed	lohse	0	1	25	0.507	0.245	0	25	0.606	0.297			25	0.613	0.286	0.5	0.099	0.272244376	0.106	0.266290255	0.363643876	0.398061882	0.968421053	0.352160385	0.385491506	0.042644737	0.043169065	0.039993912	0.040485647
215	64	hui chan2009	hui chan	2009	exp	141	STIM + task specific training	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	20	20	20	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	gait speed 4.6m		speed	lohse	0	1	27	0.479	0.268	0	27	0.666	0.325			27	0.702	0.327	0.5	0.187	0.297866581	0.223	0.298959027	0.627797853	0.745921613	0.970873786	0.609512479	0.724195741	0.044335743	0.047340723	0.04179069	0.044623172
216	64	hui chan2009	hui chan	2009	ctrl	138	no treatment?	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	0	0	0	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	6minwt			USU	0	1	29	195.6	75.9	0	29	196.2	70.7	0	0	29	197.9	68.6	0.5	0.6	73.34609737	2.3	72.34213848	0.008180394	0.031793365	0.972972973	0.007959303	0.030934085	0.034483912	0.034500187	0.032645106	0.032660513
217	64	hui chan2009	hui chan	2009	exp	139	transcutaneous electrical stim only	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	0	0	0	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	6minwt			USU	0	1	28	202.6	81.8	0	28	221	90.6	0	0	28	219.3	92.8	0.5	18.4	86.31222393	16.7	87.47308157	0.213179538	0.190915876	0.971962617	0.207202541	0.185563094	0.036525813	0.036365158	0.034506349	0.034354577
218	64	hui chan2009	hui chan	2009	exp	140	placebo stim + task specific training	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	20	20	20	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	6minwt			USU	0	1	25	175.9	81.9	0	25	206.7	97.2	0	0	25	206.82	85.8	0.5	30.8	89.8761648	30.92	83.87267135	0.342693751	0.36865405	0.968421053	0.331871843	0.357012343	0.04234878	0.042718116	0.039716352	0.04006273
219	64	hui chan2009	hui chan	2009	exp	141	STIM + task specific training	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	20	20	20	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	6minwt			USU	0	1	27	191.9	89.4	0	27	242	104.1	0	0	27	245.5	99.7	0.5	50.1	97.02878439	53.6	94.6901526	0.516341623	0.56605675	0.970873786	0.501302547	0.54956966	0.041974235	0.042970745	0.039564742	0.040504049
220	64	hui chan2009	hui chan	2009	ctrl	138	no treatment?	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	0	0	0	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	tug			USU	0	1	29	22.9	13.5	0	29	22.9	13.2	0	0	29	22.2	12.5	0.5	0	13.35084267	-0.7	13.00961183	0	0.053806371	0.972972973	0	0.052352145	0.034482759	0.034532675	0.032644014	0.032691268
221	64	hui chan2009	hui chan	2009	exp	139	transcutaneous electrical stim only	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	0	0	0	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	tug			USU	0	1	28	22.7	10.9	0	28	20.6	10.4	0	0	28	21	9.9	0.5	-2.1	10.65293387	-1.7	10.41201229	0.197128793	0.163272954	0.971962617	0.191601818	0.158695207	0.03640821	0.036190322	0.034395248	0.034189408
222	64	hui chan2009	hui chan	2009	exp	140	placebo stim + task specific training	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	20	20	20	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	tug			USU	0	1	25	29.4	22.1	0	25	26.2	21.7	0	0	25	25.3	19.7	0.5	-3.2	21.90091322	-4.1	20.93442142	0.146112629	0.195849693	0.968421053	0.141498546	0.189664966	0.040426978	0.040767142	0.03791401	0.038233029
223	64	hui chan2009	hui chan	2009	exp	141	STIM + task specific training	http://www.ncbi.nlm.nih.gov/pubmed/19509438	china		hong kong	20	20	20	1	28	56	56.6	7.9	1715.5	>1year	4.7	0																							0	tug			USU	0	1	27	25.5	17.4	0	27	18.7	9.7	0	0	27	18.8	11.2	0.5	-6.8	14.0863409	-6.7	14.63215637	0.482737146	0.457895599	0.970873786	0.46867684	0.444558834	0.041352503	0.040919785	0.0389787	0.038570822
224	65	hunter2011	hunter	2011	ctrl	142	standard care	http://www.ncbi.nlm.nih.gov/pubmed/21282528	uk		norwich	3.866666667	3.866666667	3.866666667	3	14		71.6		29.4	<90days	0.080547945	1										10													0	motricity			lohse	1	0	19	10		1	19	22.4							0.5	12.4						0.957746479						
225	65	hunter2011	hunter	2011	exp	143	SC + 30 min/day	http://www.ncbi.nlm.nih.gov/pubmed/21282528	uk		norwich	5.395	5.395	5.395	3	14		73.3		35.6	<90days	0.097534247	1										5.5													0	motricity			lohse	1	0	18	5.5		1	18	15.7							0.5	10.2						0.955223881						
226	65	hunter2011	hunter	2011	exp	144	SC + 60 min/day	http://www.ncbi.nlm.nih.gov/pubmed/21282528	uk		norwich	8.701666667	8.701666667	8.701666667	3	14		72.9		25.7	<90days	0.070410959	1										12													1	motricity			lohse	1	0	19	12		1	19	29							0.5	17						0.957746479						
